term,estimate,std.error,statistic,p.value,conf.low,conf.high
2021-03,-44306.2183782989,24487.942130752566,-1.8093075417169517,0.0717744097637781,-92568.41055738312,3955.9738007853084
2021-04,-54486.125757868635,25414.1518658939,-2.1439285499426672,0.03314056428612077,-104573.74336457148,-4398.5081511657845
2021-05,-46278.581876294294,22314.937366137947,-2.073883565836051,0.039259430216652236,-90258.09595217468,-2299.0678004139118
2022-03,100442.17257503868,50563.26389849918,1.9864653669641767,0.04822838467842891,789.2925395808998,200095.05261049647
2022-04,67138.07360525084,21831.113406385044,3.0753389602939203,0.0023702502357190874,24112.106577209815,110164.04063329188
2022-05,99936.45540950159,33635.35143565997,2.971173219363174,0.00329780678885486,33646.04250623615,166226.86831276704
